hospital_id,hospital_name,email,phone_number,address,number_of_doctors,number_of_beds,hospital_type,establishment_date,notes,average_rating,price_per_day,total_capacity,number_of_nurses,number_of_departments,is_emergency_available
434,مؤسسة الحلول الرقمية,5qe67lcg@yahoo.com,+966 596496838,شارع التخصصي، القاهرة، 55040,312,2223,جامعي,2021-05-26,بيانات فريق طلب طلب تحديث. خطوة مالي معالجة فني متابعة. نظام معالجة بيانات فريق معايير نشط.,2.27,3225,1778,1980,30,نعم
435,شركة الرياض للتجارة,tr2heyal@solix-agent.ai,+966 512697806,شارع الملك عبد العزيز، دبي، 89921,357,4413,حكومي,2018-12-19,موافقة موقع مراجعة حالة تأكيد مستندات فني. بيانات تأكيد حالة نجاح فريق مستندات. تقرير تأكيد معايير بيانات تأكيد دعم.,2.62,3060,3530,714,26,نعم
436,مجموعة الفوزان,pc3jmntp@datafactory.io,+966 577445200,شارع التخصصي، جدة، 69850,982,3053,حكومي,2019-02-04,موقع معايير عمليات حالة عمليات عمليات عمليات. سائق تحديث حالة توصيل متابعة مالي حساب متابعة.,4.97,1041,2442,428,19,لا
437,شركة التقنية المتقدمة,enfvx1zw@example.com,+966 579451373,شارع التخصصي، دبي، 14485,106,3900,حكومي,2019-01-26,توصيل موافقة مالي نشط موافقة. متابعة نظام شحن متابعة خطوة مالي عميل سائق حساب مالي.,1.28,416,3120,2788,38,نعم
438,شركة التقنية المتقدمة,84muodxj@datafactory.io,+966 588703920,شارع التخصصي، جدة، 75990,92,2844,خاص,2024-06-26,مستندات توصيل توصيل موافقة توصيل مالي مالي. تحديث تقرير عميل متابعة معالجة متابعة توصيل. تأكيد فريق متابعة مستندات طلب.,1.29,713,2275,2750,20,نعم
439,شركة التقنية المتقدمة,fcnlk61j@yahoo.com,+966 523976836,شارع التخصصي، جدة، 38075,107,4272,حكومي,2025-08-03,فاتورة نجاح فريق موافقة فاتورة مستندات متابعة معالجة عميل مراجعة. ملف بيانات دعم فريق نشط فني عميل بيانات. مستندات ملف تأكيد نظام سائق. مالي طلب تأكيد عميل حساب تحديث فني ملف.,1.57,1009,3418,864,26,لا
440,مؤسسة الحلول الرقمية,echp747y@yahoo.com,+966 558953504,شارع العليا، الرياض، 74279,103,88,جامعي,2022-05-16,نظام خطوة نشط تسليم طلب توصيل تحديث. مالي مستندات نظام طلب معالجة فريق سائق موقع. توصيل طلب خطوة دعم بيانات حساب معايير مستندات نظام مراجعة. نجاح مالي معالجة موقع نجاح تحديث ملف ملف.,1.35,3959,70,442,48,نعم
441,شركة التقنية المتقدمة,3tw1avma@example.com,+966 547098860,طريق الملك فهد، الإسكندرية، 91154,540,2536,حكومي,2021-07-27,مراجعة فني مراجعة تأكيد مستندات. متابعة حالة تحديث موافقة نشط فني سائق مالي حالة سائق. طلب معايير حساب مستندات فاتورة.,3.3,3147,2029,887,17,لا
442,شركة الرياض للتجارة,2o2vyk5z@solix-agent.ai,+966 583581482,شارع الملك عبد العزيز، مكة المكرمة، 76879,346,4959,حكومي,2025-12-15,نظام معايير فاتورة موافقة معايير سائق. تأكيد متابعة ملف مالي مالي معالجة خطوة.,2.51,3062,3967,1287,13,لا
443,شركة الرياض للتجارة,5f93z6gl@solix-agent.ai,+966 509275680,طريق الملك فهد، مكة المكرمة، 58923,697,4341,خاص,2015-02-21,توصيل تسليم ملف فريق مالي حالة مراجعة فاتورة نظام بيانات فني. شحن معالجة معايير نظام حالة مستندات مستندات نجاح فاتورة عمليات تحديث.,3.88,1353,3473,546,50,لا
444,شركة التقنية المتقدمة,rcy2yj0p@datafactory.io,+966 507311467,شارع التخصصي، مكة المكرمة، 33788,358,1451,خاص,2018-01-10,معايير توصيل فاتورة تأكيد نشط حالة متابعة. معالجة فاتورة بيانات عميل معايير مراجعة خطوة متابعة.,2.46,2090,1161,1873,5,لا
445,مجموعة الفوزان,hf8s6384@solix-agent.ai,+966 558975319,طريق الملك فهد، الرياض، 47575,127,1194,حكومي,2017-07-01,نشط عميل فاتورة تسليم تسليم عمليات عمليات موقع توصيل مراجعة حالة. طلب نشط حالة مالي تقرير عمليات موقع متابعة بيانات دعم. حالة نشط معالجة نجاح فاتورة نشط دعم مالي فني معايير. مراجعة دعم سائق موافقة فني,1.25,2325,955,2324,40,نعم
446,شركة الرياض للتجارة,9lgblyqg@outlook.com,+966 593706194,شارع جامعة الدول العربية، الرياض، 51312,73,4982,خاص,2021-11-27,خطوة عميل معالجة فاتورة متابعة عمليات معايير. دعم نشط معالجة شحن فريق.,1.03,801,3986,1094,47,لا
447,مؤسسة الحلول الرقمية,79kk1qv8@gmail.com,+966 509258117,شارع جامعة الدول العربية، الدمام، 24535,908,3836,حكومي,2024-05-08,تأكيد معالجة تحديث تأكيد عميل نجاح بيانات مراجعة نظام تقرير. حالة معايير موقع تأكيد معايير. معالجة ملف مستندات فاتورة نظام مراجعة نشط مراجعة حالة. تسليم توصيل توصيل فني دعم تأكيد متابعة.,4.62,1940,3069,1435,27,لا
448,مؤسسة الحلول الرقمية,r3wok2mm@outlook.com,+966 522333287,شارع العليا، مكة المكرمة، 30499,178,3939,جامعي,2024-12-09,متابعة موافقة مالي فاتورة مالي مراجعة معايير عميل نجاح توصيل تأكيد تأكيد. نجاح دعم عميل طلب تسليم حساب متابعة تأكيد. مراجعة فريق فني معايير ملف معالجة عمليات شحن فني نشط. حساب بيانات سائق طلب موافقة م,1.96,3280,3151,1807,32,لا
449,مؤسسة الحلول الرقمية,i5vlk0cs@gmail.com,+966 504288344,طريق الملك فهد، جدة، 70807,295,2571,حكومي,2024-08-15,عميل شحن فاتورة معالجة موافقة حساب تقرير مستندات تأكيد بيانات مستندات معايير. فاتورة نشط عميل خطوة تأكيد نجاح نشط معالجة. ملف تقرير فني خطوة حساب توصيل نجاح مراجعة موقع مالي.,2.16,2242,2057,665,37,نعم
450,مجموعة الفوزان,d81itfg1@gmail.com,+966 528069614,شارع جامعة الدول العربية، الدمام، 91285,198,3634,جامعي,2022-07-26,فني نشط موقع عميل عميل. خطوة تأكيد فني موافقة شحن حساب. فريق مراجعة تحديث فاتورة تسليم موقع.,1.71,852,2907,1296,6,لا
451,شركة الرياض للتجارة,uka5z1sp@solix-agent.ai,+966 513817870,طريق الملك فهد، الدمام، 80763,131,1792,جامعي,2025-11-21,خطوة معالجة تقرير شحن خطوة شحن توصيل. موافقة فريق فريق مستندات شحن. نشط عمليات فني موافقة نشط.,1.62,2497,1434,1508,48,لا
452,شركة الرياض للتجارة,sn5ive0q@gmail.com,+966 521836385,شارع العليا، جدة، 85657,742,3760,جامعي,2022-05-11,تحديث بيانات تقرير نجاح تقرير مستندات دعم متابعة. موقع سائق طلب موقع حالة شحن تسليم مالي تسليم خطوة. فني سائق فاتورة فاتورة موافقة توصيل نجاح.,3.9,1739,3008,289,39,نعم
453,شركة الرياض للتجارة,nk2y90zr@example.com,+966 572229439,شارع جامعة الدول العربية، جدة، 56613,551,4145,حكومي,2022-03-16,معايير توصيل حالة بيانات تأكيد دعم مراجعة نجاح معالجة. نشط تسليم ملف تقرير مراجعة مالي دعم. نجاح طلب مستندات مالي حساب. سائق ملف ملف عمليات حالة نجاح.,3.27,2222,3316,1979,45,لا
454,شركة الرياض للتجارة,l26hsleu@yahoo.com,+966 508824856,شارع التخصصي، الدمام، 26165,203,991,حكومي,2025-08-17,توصيل حساب متابعة طلب عميل فاتورة توصيل نجاح تسليم. مراجعة فني فريق دعم حساب حساب مستندات.,1.68,2781,793,1705,38,لا
455,شركة التقنية المتقدمة,1j95q02b@datafactory.io,+966 595778528,شارع التخصصي، جدة، 83643,130,550,جامعي,2026-06-14,شحن متابعة فاتورة عمليات شحن مالي. ملف دعم موقع موافقة تحديث تحديث بيانات توصيل تسليم سائق بيانات مالي.,1.42,3034,440,1818,33,لا
456,شركة التقنية المتقدمة,hp5026h6@solix-agent.ai,+966 545372540,طريق الملك فهد، الدمام، 10572,699,1118,حكومي,2025-08-16,معايير نظام مستندات مستندات مالي عمليات حساب حالة عمليات شحن توصيل معالجة. دعم تحديث تأكيد دعم حالة طلب. سائق عمليات نشط فاتورة حساب نظام مستندات تقرير توصيل.,3.85,1084,894,1801,26,نعم
457,شركة الرياض للتجارة,qn468js8@gmail.com,+966 569887736,شارع جامعة الدول العربية، القاهرة، 97090,283,1036,خاص,2015-07-24,مستندات عمليات عمليات فريق موقع دعم عمليات متابعة. مالي خطوة فريق توصيل مراجعة سائق فريق تسليم حساب. دعم تحديث تأكيد نشط نشط معالجة فريق تأكيد نظام معايير.,2.1,2180,829,2307,37,نعم
458,شركة التقنية المتقدمة,2i1jveil@outlook.com,+966 571436743,شارع جامعة الدول العربية، دبي، 48167,469,1879,حكومي,2025-10-01,عمليات تأكيد توصيل معالجة معايير معالجة تحديث حساب تقرير. شحن معايير موقع تقرير تأكيد نشط.,2.85,1735,1503,2069,32,نعم
459,شركة الرياض للتجارة,j4tp5jv9@yahoo.com,+966 573696173,طريق الملك فهد، الرياض، 97163,705,4147,جامعي,2020-06-23,شحن متابعة موافقة سائق تأكيد نشط نظام. ملف توصيل حالة عمليات سائق طلب ملف دعم شحن.,3.7,3368,3318,300,24,لا
460,مجموعة الفوزان,o87la4d2@solix-agent.ai,+966 511422156,شارع جامعة الدول العربية، الرياض، 45165,992,4843,خاص,2016-04-05,تسليم موافقة خطوة شحن معايير تأكيد تسليم فني ملف. فريق مستندات دعم موقع نظام متابعة بيانات تحديث تقرير دعم عميل نجاح. نجاح حالة ملف شحن متابعة فريق عمليات فاتورة مستندات فريق ملف.,5.0,1943,3874,1639,11,لا
461,مؤسسة الحلول الرقمية,sijhm175@example.com,+966 551715094,شارع العليا، الرياض، 32093,349,2291,خاص,2016-08-08,تأكيد مستندات عمليات موافقة حالة عميل عمليات. فني تقرير متابعة تسليم مستندات طلب. نظام نجاح توصيل فريق فاتورة موقع متابعة. عمليات موقع مالي تأكيد فريق فني مستندات بيانات سائق شحن خطوة ملف.,2.49,2287,1833,160,19,لا
462,شركة التقنية المتقدمة,x685oe9f@yahoo.com,+966 542890056,شارع العليا، الرياض، 47704,20,4263,حكومي,2026-02-12,عميل معالجة ملف تأكيد نظام تأكيد عميل. حساب نشط تأكيد تحديث فاتورة معالجة سائق دعم معايير حساب فاتورة. خطوة فني نشط فاتورة متابعة طلب موافقة.,1.16,1028,3410,1914,16,لا
463,شركة التقنية المتقدمة,y35t4msu@example.com,+966 544237142,شارع العليا، مكة المكرمة، 45924,639,3212,خاص,2018-02-25,ملف دعم مالي شحن عميل موقع متابعة فاتورة نظام. معالجة فاتورة موقع موافقة فاتورة نجاح معالجة تسليم تقرير تأكيد.,3.59,1436,2570,729,43,نعم
464,مجموعة الفوزان,dpqstogm@datafactory.io,+966 503820674,شارع العليا، القاهرة، 51713,839,3931,حكومي,2023-01-11,فريق دعم ملف موقع عمليات. عمليات فني تأكيد فني فاتورة طلب معالجة خطوة. نشط مستندات خطوة حالة متابعة حالة معالجة توصيل عمليات. نظام حالة مراجعة موافقة تقرير تحديث.,4.52,2918,3145,1692,36,نعم
465,شركة التقنية المتقدمة,ucoy6gec@yahoo.com,+966 591517613,شارع العليا، الرياض، 63274,733,985,خاص,2023-07-03,حالة نشط مراجعة نشط حساب تأكيد تقرير عمليات حساب. طلب تسليم فاتورة متابعة حساب عميل موقع خطوة تقرير نجاح مالي. توصيل بيانات فريق نجاح حالة موافقة دعم متابعة خطوة حالة ملف.,3.88,1371,788,1938,13,نعم
466,شركة الرياض للتجارة,5osa9yeu@datafactory.io,+966 508650378,شارع الملك عبد العزيز، مكة المكرمة، 41916,458,3560,جامعي,2015-03-11,مراجعة خطوة تحديث عميل عميل تسليم توصيل فني دعم عميل. نجاح مالي تسليم موافقة فريق سائق معالجة دعم فني توصيل موقع. مالي معايير تحديث فريق فني. تحديث شحن ملف مستندات تحديث مستندات خطوة تأكيد موافقة.,3.14,1320,2848,148,19,نعم
467,مؤسسة الحلول الرقمية,bxcc8ts8@example.com,+966 519908386,شارع العليا، مكة المكرمة، 77344,182,3160,جامعي,2017-08-06,طلب نجاح تسليم مالي فريق فاتورة مالي سائق. نجاح تأكيد فاتورة مراجعة معالجة توصيل متابعة حساب حساب. مراجعة مستندات طلب نشط عميل فاتورة. حساب مالي سائق شحن فني مستندات ملف شحن نظام حساب تحديث.,1.67,879,2528,2012,48,نعم
468,شركة التقنية المتقدمة,zgcsf1ln@outlook.com,+966 542201875,شارع الملك عبد العزيز، الرياض، 65476,662,2444,خاص,2015-07-22,خطوة عميل دعم توصيل عميل. توصيل تحديث موافقة متابعة معايير.,3.56,3106,1955,1513,28,نعم
469,مؤسسة الحلول الرقمية,sue7zhg9@solix-agent.ai,+966 538121074,شارع الملك عبد العزيز، الدمام، 50753,516,3460,خاص,2016-01-26,بيانات معايير تأكيد موافقة خطوة ملف معالجة مراجعة دعم. فني طلب معايير مراجعة دعم مالي شحن نظام.,3.19,2329,2768,2393,21,نعم
470,شركة الرياض للتجارة,rr2r6xhz@yahoo.com,+966 569334774,طريق الملك فهد، الإسكندرية، 55692,943,3203,خاص,2021-05-07,مالي حساب حالة مالي متابعة توصيل طلب. مراجعة موقع تأكيد حساب حالة. عميل موافقة مستندات تسليم فني تأكيد مالي تحديث معالجة مراجعة.,4.86,2246,2562,1805,13,لا
471,مجموعة الفوزان,y31o90ru@outlook.com,+966 523069272,شارع التخصصي، جدة، 90874,152,4634,حكومي,2018-07-02,نشط نجاح دعم مالي فني فريق تقرير. خطوة دعم شحن نجاح فني عمليات حالة. تأكيد فني نجاح حساب موقع مستندات حساب خطوة فريق فني نجاح فاتورة. مراجعة متابعة نجاح عميل تحديث نجاح متابعة معايير تأكيد عمليات مستن,1.48,3144,3707,2785,7,نعم
472,مجموعة الفوزان,n720raqs@solix-agent.ai,+966 532057535,شارع العليا، دبي، 15921,52,1391,خاص,2021-02-17,عميل حساب نشط طلب فريق نجاح تحديث معالجة شحن. نشط تقرير معالجة شحن فني فني بيانات نظام تسليم فريق حالة.,1.24,1397,1113,242,39,لا
473,مؤسسة الحلول الرقمية,968pjjdo@solix-agent.ai,+966 558446043,طريق الملك فهد، جدة، 87897,941,2305,جامعي,2024-10-22,مالي مستندات مراجعة نظام شحن موقع نظام. فاتورة فريق ملف نشط طلب فاتورة. موقع متابعة معالجة نشط موافقة سائق حساب تقرير موافقة حالة بيانات. تحديث فاتورة عمليات تقرير نجاح فني مراجعة بيانات.,4.85,1728,1844,157,17,نعم
474,مؤسسة الحلول الرقمية,iii552rr@example.com,+966 598463834,شارع جامعة الدول العربية، دبي، 38277,287,2101,حكومي,2018-08-20,مراجعة فاتورة طلب معالجة تحديث معايير. نجاح عميل تأكيد دعم شحن فني فاتورة مراجعة سائق موافقة. تأكيد نشط توصيل موقع مستندات فاتورة مالي حساب تحديث. طلب طلب نظام موافقة سائق حساب خطوة نظام.,2.22,2324,1681,1560,35,نعم
475,مجموعة الفوزان,0g3k6s1n@solix-agent.ai,+966 576226475,شارع التخصصي، دبي، 13487,352,4025,خاص,2021-11-23,عميل ملف بيانات عميل موافقة نجاح طلب عمليات نظام نشط مراجعة موافقة. فني متابعة مراجعة خطوة فني متابعة ملف. تحديث نجاح مستندات خطوة مراجعة مالي تسليم فني ملف.,2.37,3891,3220,1260,40,لا
476,شركة التقنية المتقدمة,fekzdlrs@yahoo.com,+966 579552037,شارع التخصصي، الرياض، 58072,975,1477,خاص,2015-02-06,مراجعة حالة فريق عمليات فريق. فني حساب تحديث مستندات نظام فني متابعة سائق مراجعة مراجعة معايير. فني موافقة عمليات طلب موافقة مراجعة بيانات مالي متابعة موافقة. فني فني معايير بيانات تأكيد معايير خطوة ف,4.89,4329,1182,2120,10,نعم
477,شركة الرياض للتجارة,d0fre1rf@datafactory.io,+966 589597671,شارع جامعة الدول العربية، الرياض، 95791,106,2136,جامعي,2021-03-27,فاتورة عميل نظام شحن شحن موقع معالجة موافقة معالجة. تأكيد فريق فاتورة مالي فاتورة. نجاح شحن توصيل مالي دعم نجاح مالي متابعة خطوة نجاح بيانات.,1.28,3481,1709,1290,42,لا
478,شركة الرياض للتجارة,19mqkyyq@outlook.com,+966 572456576,شارع جامعة الدول العربية، الرياض، 86776,560,215,حكومي,2016-06-20,تحديث بيانات تحديث مراجعة فريق مراجعة موافقة عمليات دعم فاتورة. مالي سائق شحن مستندات تقرير فاتورة نشط نجاح موقع خطوة.,3.18,624,172,676,47,لا
479,مؤسسة الحلول الرقمية,jwdp22uz@yahoo.com,+966 532198126,شارع الملك عبد العزيز، الدمام، 67126,973,4152,جامعي,2015-08-03,تسليم تسليم تحديث مراجعة حساب. مالي تقرير خطوة تحديث حساب فني مراجعة تقرير معايير عمليات. موافقة عميل شحن مستندات بيانات نجاح طلب موقع مستندات معالجة. عميل مالي معايير تأكيد فني نظام عمليات.,4.82,1398,3322,2091,28,نعم
480,مؤسسة الحلول الرقمية,ykol95fg@example.com,+966 522732546,شارع جامعة الدول العربية، مكة المكرمة، 64957,577,4716,خاص,2021-06-05,شحن نظام فريق نشط مراجعة نشط موافقة ملف حالة. بيانات معالجة تقرير دعم موافقة. ملف ملف مراجعة فريق موقع بيانات عميل تأكيد ملف تحديث فاتورة. سائق نجاح معايير موقع دعم دعم سائق.,3.45,1999,3773,1054,47,نعم
481,مجموعة الفوزان,5b2bfbvx@outlook.com,+966 554618005,شارع العليا، القاهرة، 65672,349,2235,خاص,2024-03-27,تحديث مالي تأكيد طلب فاتورة. طلب عمليات نجاح حالة شحن ملف حالة مستندات حساب دعم توصيل طلب.,2.55,4672,1788,287,44,نعم
482,مؤسسة الحلول الرقمية,f5acgllj@datafactory.io,+966 539874220,شارع التخصصي، دبي، 12509,795,881,جامعي,2020-08-19,سائق عمليات سائق تقرير طلب دعم نشط. تقرير سائق فاتورة عمليات شحن فاتورة عمليات طلب تأكيد توصيل. تحديث دعم متابعة حالة دعم تسليم مستندات موقع دعم خطوة سائق.,4.44,669,705,783,13,لا
483,شركة التقنية المتقدمة,7ju2m13s@gmail.com,+966 583238183,شارع جامعة الدول العربية، مكة المكرمة، 76925,210,2045,حكومي,2015-07-14,متابعة نظام فاتورة تحديث مراجعة تقرير فاتورة تسليم مالي نظام نظام. متابعة ملف فني معايير فاتورة حالة طلب. بيانات فاتورة فني فني مالي تأكيد معايير عمليات معالجة معايير حالة.,1.8,1899,1636,1448,35,لا
484,مجموعة الفوزان,fgwdpiro@outlook.com,+966 501141831,شارع جامعة الدول العربية، دبي، 56780,702,368,حكومي,2016-04-22,متابعة فريق تقرير نجاح موافقة تسليم معالجة سائق تقرير فريق عميل. موافقة بيانات نشط مراجعة بيانات دعم نظام موافقة موقع ملف بيانات دعم. ملف نظام سائق نجاح توصيل مستندات.,3.62,3415,294,348,24,لا
485,شركة الرياض للتجارة,lacfo9le@solix-agent.ai,+966 521318311,شارع التخصصي، دبي، 36842,778,308,خاص,2024-11-26,دعم نشط تأكيد عميل تأكيد. حساب مستندات دعم فاتورة موقع تقرير شحن.,4.22,1730,246,1196,34,لا
486,مؤسسة الحلول الرقمية,vo6l1sak@datafactory.io,+966 538486783,شارع التخصصي، الإسكندرية، 77930,571,3140,جامعي,2021-03-14,تسليم نجاح مالي فاتورة تسليم معالجة. ملف حالة معايير عميل مستندات موقع.,3.19,1991,2512,1020,13,لا
487,شركة التقنية المتقدمة,xx7bwfj4@example.com,+966 516715518,شارع الملك عبد العزيز، مكة المكرمة، 76025,166,2414,خاص,2015-03-24,توصيل دعم تأكيد موافقة تقرير معالجة تقرير مستندات تسليم مراجعة عميل تحديث. نشط فاتورة تأكيد معايير حالة تقرير شحن فني. نشط تقرير معالجة شحن حساب تقرير فريق تقرير تسليم عمليات شحن عمليات. معالجة حساب د,1.43,1049,1931,1051,24,لا
488,مؤسسة الحلول الرقمية,plruyuub@outlook.com,+966 548598740,شارع الملك عبد العزيز، الرياض، 83156,874,4906,خاص,2024-01-28,موافقة فريق خطوة تسليم تقرير معالجة توصيل نشط. حساب ملف نجاح مالي مالي حالة فاتورة فني نجاح. عميل شحن سائق مالي معالجة تأكيد تقرير خطوة شحن.,4.43,4193,3925,284,40,نعم
489,شركة التقنية المتقدمة,1eno78s4@outlook.com,+966 588037447,طريق الملك فهد، القاهرة، 57747,774,2028,جامعي,2025-03-22,نشط طلب مالي سائق معالجة دعم بيانات حالة حساب تأكيد معالجة. تحديث معالجة حساب معالجة نظام. فاتورة دعم نجاح عمليات معالجة معالجة خطوة توصيل نشط.,4.01,4962,1622,2807,31,نعم
490,مؤسسة الحلول الرقمية,bfqhab30@outlook.com,+966 562453186,شارع جامعة الدول العربية، مكة المكرمة، 83717,222,2283,حكومي,2018-12-26,عمليات حساب فني موافقة بيانات. تحديث حساب طلب بيانات مستندات. نجاح خطوة تحديث شحن شحن حالة طلب نظام نجاح متابعة معالجة عمليات. فريق حالة مالي فريق مستندات تحديث بيانات مالي عميل موقع ملف حالة.,2.05,2700,1826,346,20,نعم
491,مجموعة الفوزان,vnmhwntl@gmail.com,+966 507358155,شارع التخصصي، الإسكندرية، 99464,438,2580,جامعي,2016-08-10,نشط معالجة فني نجاح فريق تحديث فريق بيانات موقع توصيل تأكيد. ملف تأكيد توصيل توصيل سائق نظام عمليات ملف حالة توصيل.,3.04,2960,2064,49,21,نعم
492,شركة الرياض للتجارة,k25cacsr@solix-agent.ai,+966 593378099,شارع العليا، الدمام، 93502,869,4769,جامعي,2019-05-14,طلب تحديث تقرير فاتورة تأكيد حالة تسليم. نجاح مراجعة عميل دعم معالجة عمليات عمليات سائق معايير موقع.,4.62,3225,3815,1402,49,لا
493,شركة الرياض للتجارة,v8erbqw2@outlook.com,+966 537235621,طريق الملك فهد، الدمام، 85142,162,4281,حكومي,2022-04-16,حساب معايير فاتورة مراجعة فني. بيانات مستندات مستندات مالي نشط.,1.71,2089,3425,463,26,لا
494,شركة التقنية المتقدمة,cckveuzp@datafactory.io,+966 519806801,شارع التخصصي، مكة المكرمة، 60138,616,3468,جامعي,2016-04-06,توصيل حالة حالة تسليم تأكيد فاتورة. بيانات فني تأكيد تحديث موافقة تأكيد بيانات مستندات تأكيد. متابعة شحن دعم دعم شحن فاتورة معايير عميل خطوة نجاح. مالي مراجعة تحديث توصيل مالي تحديث.,3.55,4614,2774,1627,43,نعم
495,مجموعة الفوزان,4p342hx9@example.com,+966 538862894,شارع جامعة الدول العربية، دبي، 15332,674,2279,حكومي,2019-08-23,فني مستندات شحن مالي حالة تأكيد موافقة نجاح. دعم موقع عمليات سائق حالة تقرير سائق تقرير تسليم بيانات.,3.59,1707,1823,776,15,لا
496,شركة التقنية المتقدمة,qp7mcvjr@solix-agent.ai,+966 587688510,شارع الملك عبد العزيز، مكة المكرمة، 89909,866,4802,خاص,2020-12-06,فاتورة متابعة تأكيد موقع مراجعة. سائق توصيل بيانات عمليات متابعة فني فني موافقة دعم شحن سائق. معالجة حساب بيانات نظام بيانات موقع ملف مستندات تحديث تحديث.,4.58,500,3842,1528,49,لا
497,شركة التقنية المتقدمة,gpcac859@example.com,+966 562148714,شارع التخصصي، القاهرة، 77175,603,2531,خاص,2017-05-22,مالي نظام معالجة نشط مراجعة توصيل عميل معالجة مستندات. موقع تسليم بيانات تحديث مستندات مالي توصيل نجاح. مالي معالجة عميل تحديث فاتورة مستندات تسليم موافقة حالة. توصيل ملف موافقة توصيل دعم تأكيد تسليم ,3.49,3034,2025,480,49,لا
498,مجموعة الفوزان,x230v5qb@solix-agent.ai,+966 588794618,شارع جامعة الدول العربية، الإسكندرية، 13403,67,2770,جامعي,2026-02-03,فني دعم تسليم معايير معالجة معالجة. دعم متابعة تحديث نظام عميل تسليم تأكيد معالجة توصيل سائق سائق عميل. متابعة سائق مراجعة موافقة سائق طلب مستندات نجاح عميل تسليم تسليم شحن. دعم تأكيد عميل فريق دعم مو,1.27,1407,2216,1768,25,نعم
499,مؤسسة الحلول الرقمية,zbbfrd47@solix-agent.ai,+966 566057914,طريق الملك فهد، الإسكندرية، 70915,356,930,حكومي,2024-08-11,خطوة دعم حساب دعم مراجعة شحن بيانات ملف مالي فني نظام توصيل. فني بيانات حساب نجاح خطوة تسليم دعم توصيل خطوة بيانات معالجة ملف. ملف عمليات فريق موقع حساب ملف عميل فني ملف. مراجعة نظام نجاح تحديث تحديث ,2.52,2022,744,288,32,نعم
500,شركة التقنية المتقدمة,mkdz2bb0@outlook.com,+966 551639180,شارع الملك عبد العزيز، القاهرة، 31779,695,2523,حكومي,2021-04-14,موقع مالي حساب معايير معايير طلب مستندات خطوة نظام عميل. عميل مراجعة موافقة معايير متابعة توصيل طلب موقع.,3.68,1588,2018,1935,30,لا
501,مؤسسة الحلول الرقمية,fxwvbyoe@outlook.com,+966 584084121,شارع جامعة الدول العربية، الإسكندرية، 82979,697,3330,خاص,2026-03-10,تقرير تسليم مستندات فاتورة معايير مراجعة عمليات فريق تحديث. دعم موافقة تحديث نظام شحن فريق فني تأكيد حساب دعم.,3.74,882,2664,2241,15,نعم
502,مؤسسة الحلول الرقمية,yfrg9ivj@solix-agent.ai,+966 505636820,طريق الملك فهد، الرياض، 23404,95,779,خاص,2023-09-17,فني معالجة تأكيد خطوة مستندات. معالجة متابعة شحن مستندات سائق موقع نشط. نظام موافقة ملف تقرير معايير فريق. معالجة مستندات معايير حساب بيانات حالة خطوة تسليم.,1.24,1479,623,452,12,لا
503,شركة التقنية المتقدمة,kzsgt8p0@datafactory.io,+966 523649932,شارع العليا، الإسكندرية، 73306,14,2510,خاص,2026-02-04,فني بيانات سائق تقرير تأكيد مراجعة فاتورة طلب. موقع فريق حالة حالة مالي. متابعة نجاح معايير عمليات موافقة موقع موافقة فاتورة.,1.0,2837,2008,186,17,نعم
504,مجموعة الفوزان,6kqgwzdd@gmail.com,+966 553697728,طريق الملك فهد، الإسكندرية، 88606,188,4605,جامعي,2019-11-12,نظام موافقة حالة نشط مالي خطوة خطوة فريق حالة حالة نشط. عمليات مالي تقرير تحديث خطوة معايير. نجاح تسليم توصيل فريق نجاح مالي فاتورة تسليم معالجة مالي موقع نشط.,1.69,2550,3684,1921,15,نعم
505,مجموعة الفوزان,wdcvgo01@example.com,+966 558745787,شارع التخصصي، مكة المكرمة، 76821,277,3042,خاص,2021-12-26,حساب حالة معايير معالجة فاتورة تأكيد مالي مالي فاتورة موافقة مستندات فني. تقرير مراجعة طلب فني نظام متابعة عميل مراجعة. حساب شحن نظام فريق معايير. معايير طلب معالجة طلب نجاح فني تقرير تحديث نجاح فاتور,2.11,846,2434,249,19,نعم
506,مجموعة الفوزان,y4rcgi0c@datafactory.io,+966 581858137,شارع التخصصي، جدة، 79507,925,2538,خاص,2024-04-03,نظام مراجعة تقرير شحن تحديث نشط تسليم متابعة. نشط نجاح مراجعة عميل توصيل معايير فاتورة موافقة حساب حساب مراجعة شحن. عمليات فاتورة تقرير معالجة تقرير موقع نجاح معالجة فاتورة حساب تسليم. موافقة متابعة ط,4.59,1148,2030,105,28,نعم
507,مؤسسة الحلول الرقمية,vbxjvuo7@yahoo.com,+966 532141499,شارع التخصصي، القاهرة، 52261,294,262,جامعي,2018-04-21,تأكيد سائق فاتورة نشط نجاح دعم فاتورة مالي نظام طلب موقع خطوة. متابعة متابعة توصيل متابعة معالجة حالة تسليم ملف.,2.23,1484,210,320,20,لا
508,مجموعة الفوزان,6pgkom1r@example.com,+966 594069137,شارع الملك عبد العزيز، القاهرة، 94152,191,3917,خاص,2024-06-20,طلب نجاح فريق عمليات تحديث ملف سائق شحن تأكيد فني طلب مستندات. بيانات عمليات دعم مالي شحن فاتورة فريق مراجعة تقرير. تقرير موقع معالجة شحن طلب فني معايير سائق شحن دعم عمليات.,1.81,768,3134,1176,49,لا
